timestamp,temperature_c,humidity_pct,light_detected,sound_avg,sound_peak
2026-02-22 23:00:05,21.8,47.0,1,124,155
2026-02-22 23:01:05,21.8,47.0,1,89,170
2026-02-22 23:02:05,21.8,47.0,1,162,152
2026-02-22 23:03:05,21.8,47.0,1,95,152
2026-02-22 23:04:05,21.8,47.0,1,124,149
2026-02-22 23:05:05,21.8,47.0,1,124,171
2026-02-22 23:06:05,21.8,47.0,1,99,152
2026-02-22 23:07:05,21.8,47.0,1,98,143
2026-02-22 23:08:05,21.8,47.0,1,91,149
2026-02-22 23:09:05,21.8,47.0,1,91,152
2026-02-22 23:10:05,21.8,47.0,1,95,146
2026-02-22 23:11:05,21.8,47.0,1,98,149
2026-02-22 23:12:05,21.8,47.0,1,98,153
2026-02-22 23:13:05,21.8,47.0,1,124,171
2026-02-22 23:14:05,21.8,47.0,1,124,147
2026-02-22 23:15:05,21.8,47.0,1,94,153
2026-02-22 23:16:05,21.8,47.0,1,94,148
2026-02-22 23:17:05,21.8,47.0,1,162,261
2026-02-22 23:18:05,21.8,47.0,1,203,149
2026-02-22 23:19:05,21.8,47.0,1,203,265
2026-02-22 23:20:05,21.8,47.0,1,95,171
2026-02-22 23:21:05,21.8,47.0,1,95,213
2026-02-22 23:22:05,21.8,47.0,1,162,149
2026-02-22 23:23:05,21.8,47.0,1,95,279
2026-02-22 23:24:05,21.8,47.0,1,162,151
2026-02-22 23:25:05,21.8,47.0,1,91,135
2026-02-22 23:26:05,21.8,47.0,1,91,212
2026-02-22 23:27:05,21.8,47.0,1,204,215
2026-02-22 23:28:05,21.8,47.0,1,98,215
2026-02-22 23:29:05,21.8,47.0,1,212,151
2026-02-22 23:30:05,21.8,47.0,1,125,137
2026-02-22 23:31:05,21.8,47.0,1,259,533
2026-02-22 23:32:05,21.4,46.0,1,289,339
2026-02-22 23:33:05,21.4,46.0,1,285,360
2026-02-22 23:34:05,21.0,46.0,1,254,308
2026-02-22 23:35:05,21.0,46.0,1,253,307
2026-02-22 23:36:05,21.0,46.0,1,253,303
2026-02-22 23:37:05,21.0,46.0,1,253,302
2026-02-22 23:38:05,21.0,46.0,1,253,308
2026-02-22 23:39:05,21.0,46.0,1,253,301
2026-02-22 23:40:05,21.1,46.0,1,257,311
2026-02-22 23:41:05,21.4,46.0,1,263,314
2026-02-22 23:42:05,21.4,46.0,1,268,316
2026-02-22 23:43:05,21.4,46.0,1,272,313
2026-02-22 23:44:05,21.4,46.0,1,277,343
2026-02-22 23:45:05,21.4,46.0,1,278,333
2026-02-22 23:46:05,21.4,46.0,1,279,335
2026-02-22 23:47:05,21.4,46.0,1,276,341
2026-02-22 23:48:05,21.4,46.0,1,273,331
2026-02-22 23:49:05,21.4,46.0,1,276,333
2026-02-22 23:50:05,21.4,46.0,1,279,343
2026-02-22 23:51:05,21.4,46.0,1,280,347
2026-02-22 23:52:05,21.8,45.0,1,281,343
2026-02-22 23:53:05,21.8,45.0,1,283,339
2026-02-22 23:54:05,21.8,45.0,1,284,345
2026-02-22 23:55:05,21.8,45.0,1,284,350
2026-02-22 23:56:05,21.4,45.0,1,284,347
2026-02-22 23:57:02,21.4,45.0,1,284,347
2026-02-22 23:58:02,21.4,45.0,1,284,348
2026-02-22 23:59:02,21.4,45.0,1,285,348
2026-02-23 00:00:02,21.4,45.0,1,285,349
2026-02-23 00:01:02,21.4,45.0,1,284,349
2026-02-23 00:02:02,21.4,45.0,1,284,347
2026-02-23 00:03:02,21.4,45.0,1,285,345
2026-02-23 00:04:02,21.4,45.0,1,285,339
2026-02-23 00:05:02,21.4,45.0,1,284,347
2026-02-23 00:06:02,21.4,45.0,1,284,353
2026-02-23 00:07:02,21.4,45.0,1,284,343
2026-02-23 00:08:02,21.4,45.0,1,281,345
2026-02-23 00:09:02,21.4,45.0,1,276,340
