timestamp,temperature_c,humidity_pct,light_detected,sound_avg,sound_peak
2026-02-12 23:00:24,19.8,49.0,0,124,155
2026-02-12 23:01:24,19.8,49.0,0,89,170
2026-02-12 23:02:24,19.8,49.0,0,89,139
2026-02-12 23:03:24,19.8,49.0,0,89,137
2026-02-12 23:04:24,20.2,49.0,0,89,140
2026-02-12 23:05:24,20.2,49.0,0,90,137
2026-02-12 23:06:24,20.2,49.0,0,90,139
2026-02-12 23:07:24,20.2,49.0,0,90,136
2026-02-12 23:08:24,20.2,49.0,0,90,139
2026-02-12 23:09:24,20.2,49.0,0,90,137
2026-02-12 23:10:24,20.0,49.0,0,90,136
2026-02-12 23:11:24,19.9,49.0,0,90,136
2026-02-12 23:12:24,19.8,49.0,0,90,138
2026-02-12 23:13:24,19.8,49.0,0,90,133
2026-02-12 23:14:24,19.8,49.0,0,90,137
2026-02-12 23:15:24,19.8,49.0,0,90,125
2026-02-12 23:16:24,19.8,49.0,0,90,137
2026-02-12 23:17:24,19.8,49.0,0,90,137
2026-02-12 23:18:24,20.2,49.0,0,90,137
2026-02-12 23:19:24,20.0,49.0,0,90,137
2026-02-12 23:20:24,19.9,49.0,0,90,137
2026-02-12 23:21:24,20.0,49.0,0,90,137
2026-02-12 23:22:24,19.8,49.0,0,90,137
2026-02-12 23:23:24,19.8,49.0,0,90,137
2026-02-12 23:24:24,19.8,49.0,0,90,138
2026-02-12 23:25:24,19.8,49.0,0,90,137
2026-02-12 23:26:24,19.8,49.0,0,90,135
2026-02-12 23:27:24,19.8,49.0,0,90,135
2026-02-12 23:28:24,19.8,49.0,0,90,139
2026-02-12 23:29:24,19.8,48.0,0,90,137
2026-02-12 23:30:24,19.8,48.0,0,90,135
2026-02-12 23:31:24,19.8,49.0,0,90,137
2026-02-12 23:32:24,19.8,49.0,0,90,137
2026-02-12 23:33:24,19.8,48.0,0,90,136
2026-02-12 23:34:24,19.8,48.0,0,90,135
2026-02-12 23:35:24,19.8,48.0,0,90,138
2026-02-12 23:36:24,19.8,48.0,0,90,136
2026-02-12 23:37:24,19.8,48.0,0,90,137
2026-02-12 23:38:24,19.8,48.0,0,90,137
2026-02-12 23:39:24,19.8,48.0,0,90,136
2026-02-12 23:40:24,19.8,48.0,0,90,137
2026-02-12 23:41:24,19.8,48.0,0,90,137
2026-02-12 23:42:24,19.8,48.0,0,89,137
2026-02-12 23:43:24,19.8,48.0,0,90,138
2026-02-12 23:44:24,19.8,48.0,0,90,139
2026-02-12 23:45:24,19.8,48.0,0,90,136
2026-02-12 23:46:24,19.8,48.0,0,90,137
2026-02-12 23:47:24,19.8,48.0,0,90,126
2026-02-12 23:48:24,19.8,48.0,0,90,139
2026-02-12 23:49:24,19.8,48.0,0,90,137
2026-02-12 23:50:24,19.8,48.0,0,90,138
2026-02-12 23:51:24,19.8,48.0,0,90,137
2026-02-12 23:52:24,19.8,48.0,0,90,138
2026-02-12 23:53:24,19.8,48.0,0,90,137
2026-02-12 23:54:24,19.8,48.0,0,90,137
2026-02-12 23:55:24,19.8,48.0,0,90,136
2026-02-12 23:56:24,19.8,48.0,0,90,137
2026-02-12 23:57:24,19.8,48.0,0,90,137
2026-02-12 23:58:24,19.8,48.0,0,90,136
2026-02-12 23:59:24,19.8,48.0,0,90,137
2026-02-13 00:00:24,19.8,48.0,0,90,135
2026-02-13 00:01:24,19.8,48.0,0,90,137
2026-02-13 00:02:24,19.8,48.0,0,90,138
2026-02-13 00:03:24,19.8,48.0,0,90,137
2026-02-13 00:04:24,19.8,48.0,0,90,137
2026-02-13 00:05:24,19.8,48.0,0,90,137
2026-02-13 00:06:24,19.8,48.0,0,90,136
2026-02-13 00:07:24,19.8,48.0,0,90,137
2026-02-13 00:08:24,19.8,48.0,0,90,135
2026-02-13 00:09:24,19.8,48.0,0,90,137
2026-02-13 00:10:24,19.8,48.0,0,90,137
2026-02-13 00:11:24,19.8,48.0,0,90,139
2026-02-13 00:12:24,19.8,48.0,0,90,133
2026-02-13 00:13:24,19.8,48.0,0,90,136
2026-02-13 00:14:24,19.8,48.0,0,90,139
2026-02-13 00:15:24,19.8,48.0,0,90,137
2026-02-13 00:16:24,19.8,48.0,0,90,137
2026-02-13 00:17:24,19.8,48.0,0,90,139
2026-02-13 00:18:24,19.8,48.0,0,90,137
2026-02-13 00:19:24,19.8,48.0,0,90,137
2026-02-13 00:20:24,19.8,48.0,0,90,135
2026-02-13 00:21:24,19.8,48.0,0,90,135
2026-02-13 00:22:24,19.8,48.0,0,90,137
2026-02-13 00:23:24,19.8,48.0,0,90,134
2026-02-13 00:24:24,19.8,48.0,0,90,134
2026-02-13 00:25:24,19.8,48.0,0,90,138
2026-02-13 00:26:24,19.8,48.0,0,90,137
2026-02-13 00:27:24,19.8,48.0,0,90,136
2026-02-13 00:28:24,19.8,48.0,0,90,137
