timestamp,temperature_c,humidity_pct,light_detected,sound_avg,sound_peak
2026-02-19 23:00:32,17.4,40.0,1,200,261
2026-02-19 23:01:32,17.4,40.0,1,201,264
2026-02-19 23:02:32,17.0,40.0,1,201,262
2026-02-19 23:03:32,17.0,40.0,1,201,254
2026-02-19 23:04:32,16.6,40.0,1,201,265
2026-02-19 23:05:32,16.6,40.0,1,201,262
2026-02-19 23:06:32,16.6,40.0,1,201,263
2026-02-19 23:07:32,16.6,40.0,1,202,260
2026-02-19 23:08:32,16.6,40.0,1,202,249
2026-02-19 23:09:32,16.1,40.0,1,202,261
2026-02-19 23:10:32,16.1,40.0,1,202,281
2026-02-19 23:11:32,16.1,40.0,1,202,265
2026-02-19 23:12:32,16.1,40.0,1,202,262
2026-02-19 23:13:32,16.1,40.0,1,202,263
2026-02-19 23:14:32,16.1,40.0,1,203,253
2026-02-19 23:15:32,16.1,40.0,1,203,266
2026-02-19 23:16:32,16.1,40.0,1,202,263
2026-02-19 23:17:32,16.1,40.0,1,203,261
2026-02-19 23:18:32,16.6,40.0,1,203,265
2026-02-19 23:19:32,16.6,40.0,1,203,265
2026-02-19 23:20:32,16.6,40.0,1,203,261
2026-02-19 23:21:32,16.6,39.0,1,203,264
2026-02-19 23:22:32,16.6,39.0,1,203,261
2026-02-19 23:23:32,16.6,39.0,1,204,279
2026-02-19 23:24:32,16.6,39.0,1,204,251
2026-02-19 23:25:32,16.1,39.0,1,204,262
2026-02-19 23:26:32,16.1,39.0,1,204,264
2026-02-19 23:27:32,16.1,39.0,1,204,250
2026-02-19 23:28:32,16.1,39.0,1,214,263
2026-02-19 23:29:32,15.7,41.0,1,212,264
2026-02-19 23:30:31,15.7,41.0,1,206,261
2026-02-19 23:31:31,15.7,40.0,1,218,266
2026-02-19 23:32:31,15.7,41.0,1,218,264
2026-02-19 23:33:31,15.7,41.0,1,218,265
2026-02-19 23:34:31,15.2,41.0,1,218,259
2026-02-19 23:35:31,15.2,41.0,1,218,268
2026-02-19 23:36:31,15.2,41.0,1,218,265
2026-02-19 23:37:31,15.2,41.0,1,218,265
2026-02-19 23:38:31,15.6,41.0,1,218,263
2026-02-19 23:39:31,15.7,41.0,1,218,264
2026-02-19 23:40:31,15.2,41.0,1,218,264
2026-02-19 23:41:31,15.2,41.0,1,218,278
2026-02-19 23:42:31,15.2,41.0,1,218,263
2026-02-19 23:43:31,15.2,41.0,1,218,267
2026-02-19 23:44:31,15.2,41.0,1,218,264
2026-02-19 23:45:31,15.2,41.0,1,218,263
2026-02-19 23:46:32,15.2,41.0,1,218,264
2026-02-19 23:47:32,15.2,41.0,1,218,265
2026-02-19 23:48:32,15.2,41.0,1,218,255
2026-02-19 23:49:32,15.2,41.0,1,218,265
2026-02-19 23:50:32,15.5,41.0,1,206,261
2026-02-19 23:51:32,15.7,41.0,1,203,263
2026-02-19 23:52:32,15.7,41.0,1,203,255
2026-02-19 23:53:32,16.1,40.0,1,203,268
2026-02-19 23:54:32,16.1,40.0,1,203,263
2026-02-19 23:55:32,16.1,40.0,1,203,249
2026-02-19 23:56:32,16.6,40.0,1,203,261
2026-02-19 23:57:32,16.6,40.0,1,203,275
2026-02-19 23:58:32,16.6,40.0,1,203,249
2026-02-19 23:59:32,16.6,40.0,1,203,261
2026-02-20 00:00:32,16.6,40.0,1,203,264
2026-02-20 00:01:32,16.6,40.0,1,203,264
2026-02-20 00:02:32,16.6,40.0,1,203,253
2026-02-20 00:03:32,16.6,40.0,1,203,260
2026-02-20 00:04:32,16.6,40.0,1,203,262
2026-02-20 00:05:32,16.6,40.0,1,203,263
2026-02-20 00:06:32,16.6,40.0,1,203,274
2026-02-20 00:07:32,16.5,40.0,1,203,261
2026-02-20 00:08:32,16.1,40.0,1,203,263
2026-02-20 00:09:32,16.6,40.0,1,203,265
2026-02-20 00:10:32,16.6,40.0,1,203,263
2026-02-20 00:11:32,16.6,40.0,1,203,266
2026-02-20 00:12:32,16.6,40.0,1,203,267
2026-02-20 00:13:32,16.6,40.0,1,203,265
2026-02-20 00:14:32,16.6,40.0,1,203,262
2026-02-20 00:15:32,16.6,40.0,1,203,263
2026-02-20 00:16:32,16.6,40.0,1,203,261
2026-02-20 00:17:32,16.6,40.0,1,202,255
2026-02-20 00:18:32,16.6,40.0,1,202,263
2026-02-20 00:19:32,16.6,40.0,1,202,253
2026-02-20 00:20:32,17.0,40.0,1,202,248
2026-02-20 00:21:32,17.0,40.0,1,202,263
2026-02-20 00:22:32,17.0,40.0,1,202,264
2026-02-20 00:23:32,17.0,40.0,1,202,262
2026-02-20 00:24:32,17.0,40.0,1,203,255
2026-02-20 00:25:32,17.4,40.0,1,202,267
2026-02-20 00:26:32,17.4,40.0,1,202,267
2026-02-20 00:27:32,17.4,40.0,1,202,261
2026-02-20 00:28:32,17.4,40.0,1,202,263
2026-02-20 00:29:32,17.4,40.0,1,202,263
2026-02-20 00:30:32,17.4,40.0,1,202,263
2026-02-20 00:31:32,17.4,40.0,1,202,280
2026-02-20 00:32:32,17.4,40.0,1,202,253
2026-02-20 00:33:32,17.4,40.0,1,202,254
2026-02-20 00:34:32,17.4,40.0,1,202,267
2026-02-20 00:35:32,17.4,40.0,1,202,263
2026-02-20 00:36:32,17.4,40.0,1,202,263
2026-02-20 00:37:32,17.4,40.0,1,202,269
2026-02-20 00:38:32,17.4,40.0,1,202,261
2026-02-20 00:39:32,17.4,40.0,1,202,248
2026-02-20 00:40:32,17.4,40.0,1,202,263
2026-02-20 00:41:32,17.4,40.0,1,202,263
2026-02-20 00:42:32,17.4,40.0,1,202,249
2026-02-20 00:43:32,17.4,40.0,1,203,265
2026-02-20 00:44:32,17.4,40.0,1,203,265
2026-02-20 00:45:32,17.4,40.0,1,203,263
2026-02-20 00:46:32,17.4,40.0,1,203,265
