timestamp,temperature_c,humidity_pct,light_detected,sound_avg,sound_peak
2026-02-11 23:00:04,20.6,46.0,0,162,213
2026-02-11 23:01:04,20.6,46.0,0,161,215
2026-02-11 23:02:04,20.6,46.0,0,162,214
2026-02-11 23:03:04,20.6,46.0,0,162,213
2026-02-11 23:04:04,20.6,46.0,0,162,211
2026-02-11 23:05:04,20.6,46.0,0,162,211
2026-02-11 23:06:04,20.6,46.0,0,162,215
2026-02-11 23:07:04,20.6,46.0,0,162,216
2026-02-11 23:08:04,20.6,46.0,0,162,215
2026-02-11 23:09:04,20.6,46.0,0,161,215
2026-02-11 23:10:04,20.6,46.0,0,161,215
2026-02-11 23:11:04,20.6,46.0,0,161,213
2026-02-11 23:12:04,20.6,46.0,0,161,215
2026-02-11 23:13:04,20.6,46.0,0,162,215
2026-02-11 23:14:04,20.6,46.0,0,162,215
2026-02-11 23:15:04,20.6,46.0,0,162,210
2026-02-11 23:16:04,20.6,46.0,0,162,216
2026-02-11 23:17:04,20.6,46.0,0,162,215
2026-02-11 23:18:04,20.6,46.0,0,162,213
2026-02-11 23:19:04,20.6,46.0,0,162,216
2026-02-11 23:20:04,20.6,46.0,0,162,215
2026-02-11 23:21:04,20.6,46.0,0,162,213
2026-02-11 23:22:04,20.6,46.0,0,162,213
2026-02-11 23:23:04,20.6,46.0,0,162,214
2026-02-11 23:24:04,20.6,46.0,0,162,216
2026-02-11 23:25:04,20.6,46.0,0,162,212
2026-02-11 23:26:04,20.6,46.0,0,162,212
2026-02-11 23:27:04,20.6,46.0,0,162,215
2026-02-11 23:28:04,20.6,46.0,0,162,215
2026-02-11 23:29:04,20.6,46.0,0,162,214
2026-02-11 23:30:04,20.6,46.0,0,162,215
2026-02-11 23:31:04,20.6,46.0,0,162,215
2026-02-11 23:32:04,20.6,46.0,0,162,215
2026-02-11 23:33:04,20.6,46.0,0,162,213
2026-02-11 23:34:04,20.2,46.0,0,162,215
2026-02-11 23:35:04,20.2,46.0,0,162,217
2026-02-11 23:36:04,20.2,46.0,0,161,211
2026-02-11 23:37:04,20.2,46.0,0,162,215
2026-02-11 23:38:04,20.2,46.0,0,162,213
2026-02-11 23:39:04,20.2,46.0,0,162,215
2026-02-11 23:40:04,20.2,46.0,0,162,215
2026-02-11 23:41:04,20.2,46.0,0,162,212
2026-02-11 23:42:04,20.2,46.0,0,162,211
2026-02-11 23:43:04,20.2,46.0,0,162,215
2026-02-11 23:44:04,20.2,46.0,0,162,215
2026-02-11 23:45:04,20.2,46.0,0,162,215
2026-02-11 23:46:04,20.2,47.0,0,162,215
2026-02-11 23:47:04,20.2,46.0,0,162,215
2026-02-11 23:48:04,20.2,46.0,0,162,214
2026-02-11 23:49:04,20.2,46.0,0,162,216
2026-02-11 23:50:04,20.2,46.0,0,162,211
2026-02-11 23:51:04,20.2,46.0,0,162,215
2026-02-11 23:52:04,20.2,46.0,0,162,215
2026-02-11 23:53:04,20.2,46.0,0,162,217
2026-02-11 23:54:04,20.2,46.0,0,162,215
2026-02-11 23:55:04,20.2,46.0,0,162,215
2026-02-11 23:56:04,20.2,46.0,0,162,215
2026-02-11 23:57:04,20.2,46.0,0,162,215
2026-02-11 23:58:04,20.2,46.0,0,162,216
2026-02-11 23:59:04,20.2,46.0,0,162,215
2026-02-12 00:00:04,20.2,46.0,0,162,216
2026-02-12 00:01:04,20.2,46.0,0,162,213
2026-02-12 00:02:04,20.2,46.0,0,162,216
2026-02-12 00:03:04,20.2,46.0,0,162,213
2026-02-12 00:04:04,20.2,46.0,0,162,216
2026-02-12 00:05:04,20.2,46.0,0,162,214
2026-02-12 00:06:04,20.2,46.0,0,162,213
2026-02-12 00:07:04,20.2,46.0,0,162,213
2026-02-12 00:08:04,20.2,46.0,0,162,211
2026-02-12 00:09:04,20.2,46.0,0,162,215
2026-02-12 00:10:04,20.2,46.0,0,162,210
2026-02-12 00:11:04,20.2,46.0,0,163,215
2026-02-12 00:12:04,20.2,46.0,0,162,216
2026-02-12 00:13:04,20.2,47.0,0,163,216
2026-02-12 00:14:04,20.2,46.0,0,163,213
2026-02-12 00:15:04,20.2,46.0,0,162,217
2026-02-12 00:16:04,20.2,46.0,0,162,216
2026-02-12 00:17:04,20.2,46.0,0,162,215
2026-02-12 00:18:04,20.2,46.0,0,163,217
2026-02-12 00:19:04,20.2,46.0,0,162,215
2026-02-12 00:20:04,20.2,46.0,0,162,215
2026-02-12 00:21:04,20.2,46.0,0,162,216
2026-02-12 00:22:04,20.2,46.0,0,162,217
2026-02-12 00:23:04,20.2,46.0,0,163,217
2026-02-12 00:24:04,20.2,46.0,0,163,213
2026-02-12 00:25:04,20.2,46.0,0,163,213
2026-02-12 00:26:04,20.2,46.0,0,163,215
2026-02-12 00:27:04,20.2,46.0,0,163,215
2026-02-12 00:28:04,20.2,47.0,0,163,215
2026-02-12 00:29:04,20.2,46.0,0,163,215
2026-02-12 00:30:04,20.2,46.0,0,163,215
2026-02-12 00:31:04,20.2,47.0,0,163,215
2026-02-12 00:32:04,20.2,46.0,0,163,217
2026-02-12 00:33:04,20.2,47.0,0,163,212
2026-02-12 00:34:04,20.2,46.0,0,163,213
2026-02-12 00:35:04,20.2,46.0,0,163,215
2026-02-12 00:36:04,20.2,46.0,0,163,215
2026-02-12 00:37:04,20.2,46.0,0,163,215
2026-02-12 00:38:04,20.2,46.0,0,163,211
2026-02-12 00:39:04,20.2,46.0,0,163,216
2026-02-12 00:40:04,20.2,46.0,0,163,215
2026-02-12 00:41:04,20.2,46.0,0,163,215
2026-02-12 00:42:04,20.2,46.0,0,163,213
2026-02-12 00:43:04,20.2,46.0,0,163,215
2026-02-12 00:44:04,20.2,46.0,0,163,216
2026-02-12 00:45:04,20.2,46.0,0,163,215
2026-02-12 00:46:04,20.2,46.0,0,163,216
2026-02-12 00:47:04,20.2,46.0,0,163,216
2026-02-12 00:48:04,20.2,46.0,0,163,215
2026-02-12 00:49:04,20.2,46.0,0,163,215
2026-02-12 00:50:04,19.9,46.0,0,163,212
2026-02-12 00:51:04,19.8,46.0,0,163,215
2026-02-12 00:52:04,20.2,46.0,0,163,214
2026-02-12 00:53:04,20.2,46.0,0,163,216
2026-02-12 00:54:04,20.2,46.0,0,163,215
2026-02-12 00:55:04,20.2,46.0,0,163,216
2026-02-12 00:56:04,19.8,46.0,0,162,212
2026-02-12 00:57:04,19.8,46.0,0,163,215
