timestamp,temperature_c,humidity_pct,light_detected,sound_avg,sound_peak
2026-02-21 23:00:27,20.6,50.0,0,124,155
2026-02-21 23:01:27,20.6,50.0,0,89,170
2026-02-21 23:02:27,20.6,50.0,0,162,152
2026-02-21 23:03:27,20.6,50.0,0,95,152
2026-02-21 23:04:27,20.6,50.0,0,124,149
2026-02-21 23:05:27,20.6,50.0,0,124,171
2026-02-21 23:06:27,20.6,50.0,0,99,152
2026-02-21 23:07:27,20.6,50.0,0,98,143
2026-02-21 23:08:27,20.6,50.0,0,91,149
2026-02-21 23:09:27,20.6,50.0,0,91,152
2026-02-21 23:10:27,20.6,50.0,0,95,146
2026-02-21 23:11:27,20.6,50.0,0,98,149
2026-02-21 23:12:27,20.6,50.0,0,98,153
2026-02-21 23:13:27,20.6,50.0,0,124,171
2026-02-21 23:14:27,20.6,50.0,0,124,147
2026-02-21 23:15:27,20.6,50.0,0,94,153
2026-02-21 23:16:27,20.6,50.0,0,94,148
2026-02-21 23:17:27,20.6,50.0,0,162,261
2026-02-21 23:18:27,20.6,50.0,0,203,149
2026-02-21 23:19:27,20.6,50.0,0,203,265
2026-02-21 23:20:27,20.6,50.0,0,95,171
2026-02-21 23:21:27,20.6,50.0,0,95,213
2026-02-21 23:22:27,20.6,50.0,0,162,149
2026-02-21 23:23:27,20.6,50.0,0,95,279
2026-02-21 23:24:27,20.6,50.0,0,162,151
2026-02-21 23:25:27,20.6,50.0,0,91,135
2026-02-21 23:26:27,20.6,50.0,0,91,212
2026-02-21 23:27:27,20.6,50.0,0,204,215
2026-02-21 23:28:27,20.6,50.0,0,98,215
2026-02-21 23:29:27,20.6,50.0,0,212,151
2026-02-21 23:30:27,20.6,50.0,0,125,137
2026-02-21 23:31:27,20.6,50.0,0,98,151
2026-02-21 23:32:27,20.6,50.0,0,95,145
2026-02-21 23:33:27,20.6,50.0,0,98,213
2026-02-21 23:34:27,20.6,50.0,0,218,171
2026-02-21 23:35:27,20.6,50.0,0,98,268
2026-02-21 23:36:27,20.6,50.0,0,161,147
2026-02-21 23:37:27,20.6,50.0,0,95,169
2026-02-21 23:38:27,20.6,50.0,0,91,151
2026-02-21 23:39:27,20.6,50.0,0,124,153
2026-02-21 23:40:27,20.6,50.0,0,218,215
2026-02-21 23:41:27,20.6,50.0,0,91,278
2026-02-21 23:42:27,20.6,50.0,0,95,263
2026-02-21 23:43:27,20.6,50.0,0,91,141
2026-02-21 23:44:27,20.6,50.0,0,162,140
2026-02-21 23:45:27,20.6,50.0,0,125,263
2026-02-21 23:46:27,20.6,50.0,0,162,153
2026-02-21 23:47:27,20.6,50.0,0,162,215
2026-02-21 23:48:27,20.6,50.0,0,95,167
2026-02-21 23:49:27,20.6,50.0,0,162,167
2026-02-21 23:50:27,20.6,50.0,0,125,171
2026-02-21 23:51:27,20.6,50.0,0,91,147
2026-02-21 23:52:27,20.6,50.0,0,125,153
2026-02-21 23:53:27,20.6,50.0,0,98,171
2026-02-21 23:54:27,20.6,50.0,0,95,154
2026-02-21 23:55:27,20.6,50.0,0,94,140
2026-02-21 23:56:27,20.6,50.0,0,162,169
2026-02-21 23:57:27,20.6,50.0,0,124,141
2026-02-21 23:58:27,20.6,50.0,0,95,169
2026-02-21 23:59:27,20.6,50.0,0,162,261
2026-02-22 00:00:27,20.6,50.0,0,203,264
2026-02-22 00:01:27,20.6,50.0,0,91,152
2026-02-22 00:02:27,20.6,50.0,0,203,149
2026-02-22 00:03:27,20.6,50.0,0,203,213
2026-02-22 00:04:27,20.6,50.0,0,94,216
2026-02-22 00:05:27,20.6,50.0,0,91,152
2026-02-22 00:06:27,20.6,50.0,0,98,171
2026-02-22 00:07:27,20.6,50.0,0,162,153
2026-02-22 00:08:27,20.6,50.0,0,125,146
2026-02-22 00:09:27,20.6,50.0,0,95,171
2026-02-22 00:10:27,20.6,50.0,0,94,153
2026-02-22 00:11:27,20.6,50.0,0,163,152
2026-02-22 00:12:27,20.6,50.0,0,95,169
2026-02-22 00:13:27,20.6,50.0,0,98,147
2026-02-22 00:14:27,20.6,50.0,0,163,158
2026-02-22 00:15:27,20.6,50.0,0,98,135
2026-02-22 00:16:27,20.6,50.0,0,98,142
2026-02-22 00:17:27,20.6,50.0,0,162,153
2026-02-22 00:18:27,20.6,50.0,0,96,147
