timestamp,temperature_c,humidity_pct,light_detected,sound_avg,sound_peak
2026-02-10 23:00:50,19.0,50.0,0,95,152
2026-02-10 23:01:50,19.0,50.0,0,95,152
2026-02-10 23:02:50,19.0,50.0,0,95,152
2026-02-10 23:03:50,19.0,50.0,0,95,152
2026-02-10 23:04:50,19.0,50.0,0,95,152
2026-02-10 23:05:50,19.0,50.0,0,95,152
2026-02-10 23:06:50,19.0,50.0,0,95,152
2026-02-10 23:07:50,19.0,50.0,0,95,152
2026-02-10 23:08:50,19.4,50.0,0,95,157
2026-02-10 23:09:50,19.4,50.0,0,95,152
2026-02-10 23:10:50,19.8,50.0,0,95,153
2026-02-10 23:11:50,19.8,50.0,0,95,153
2026-02-10 23:12:50,19.8,50.0,0,95,153
2026-02-10 23:13:50,20.2,50.0,0,94,151
2026-02-10 23:14:50,20.2,50.0,0,94,153
2026-02-10 23:15:50,20.2,50.0,0,94,153
2026-02-10 23:16:50,20.2,50.0,0,94,151
2026-02-10 23:17:50,20.2,50.0,0,94,151
2026-02-10 23:18:50,20.2,50.0,0,95,151
2026-02-10 23:19:50,20.6,50.0,0,95,157
2026-02-10 23:20:50,20.6,50.0,0,95,151
2026-02-10 23:21:50,20.6,50.0,0,95,152
2026-02-10 23:22:50,20.4,50.0,0,95,149
2026-02-10 23:23:50,20.2,50.0,0,95,152
2026-02-10 23:24:50,19.8,50.0,0,95,153
2026-02-10 23:25:50,19.8,50.0,0,95,153
2026-02-10 23:26:50,19.8,50.0,0,95,152
2026-02-10 23:27:50,19.4,50.0,0,95,153
2026-02-10 23:28:50,19.4,50.0,0,95,151
2026-02-10 23:29:50,19.4,50.0,0,95,152
2026-02-10 23:30:50,19.4,50.0,0,95,152
2026-02-10 23:31:50,19.4,50.0,0,95,153
2026-02-10 23:32:50,19.4,50.0,0,95,141
2026-02-10 23:33:50,19.4,50.0,0,95,153
2026-02-10 23:34:50,19.4,50.0,0,95,153
2026-02-10 23:35:50,19.4,50.0,0,95,153
2026-02-10 23:36:50,19.4,50.0,0,95,153
2026-02-10 23:37:50,19.4,50.0,0,95,151
2026-02-10 23:38:50,19.4,50.0,0,95,147
2026-02-10 23:39:50,19.4,50.0,0,95,153
2026-02-10 23:40:50,19.4,50.0,0,95,151
2026-02-10 23:41:50,19.0,50.0,0,95,149
2026-02-10 23:42:50,19.0,50.0,0,95,153
2026-02-10 23:43:50,19.0,50.0,0,95,152
2026-02-10 23:44:50,19.0,50.0,0,95,152
2026-02-10 23:45:50,19.0,50.0,0,95,151
2026-02-10 23:46:50,19.2,50.0,0,95,153
2026-02-10 23:47:50,19.4,50.0,0,95,137
2026-02-10 23:48:50,19.4,50.0,0,95,153
2026-02-10 23:49:50,19.4,50.0,0,96,151
2026-02-10 23:50:50,19.0,50.0,0,96,151
2026-02-10 23:51:50,19.0,50.0,0,96,152
