timestamp,temperature_c,humidity_pct,light_detected,sound_avg,sound_peak
2026-02-16 23:00:43,18.6,43.0,0,134,175
2026-02-16 23:01:43,18.6,44.0,0,134,175
2026-02-16 23:02:43,18.6,43.9,0,162,152
2026-02-16 23:03:43,18.6,43.9,0,95,152
2026-02-16 23:04:43,18.6,43.8,0,124,149
2026-02-16 23:05:43,18.6,43.8,0,124,171
2026-02-16 23:06:43,18.6,43.7,0,99,152
2026-02-16 23:07:43,18.6,43.6,0,98,143
2026-02-16 23:08:43,18.6,43.6,0,91,149
2026-02-16 23:09:43,18.6,43.5,0,91,152
2026-02-16 23:10:43,18.6,43.4,0,95,146
2026-02-16 23:11:43,18.6,43.4,0,98,149
2026-02-16 23:12:43,18.6,43.3,0,98,153
2026-02-16 23:13:43,18.6,43.2,0,124,171
2026-02-16 23:14:43,18.6,43.2,0,124,147
2026-02-16 23:15:43,18.6,43.1,0,94,153
2026-02-16 23:16:43,18.6,43.1,0,94,148
2026-02-16 23:17:43,18.6,43.0,0,134,163
2026-02-16 23:18:43,18.6,43.0,0,134,175
2026-02-16 23:19:43,18.6,43.0,0,134,175
2026-02-16 23:20:43,18.2,43.0,0,134,179
2026-02-16 23:21:43,18.2,43.0,0,162,264
2026-02-16 23:22:43,18.2,43.0,0,203,147
2026-02-16 23:23:43,18.2,43.0,0,204,279
2026-02-16 23:24:43,18.2,43.0,0,95,171
2026-02-16 23:25:43,18.2,43.0,0,94,212
2026-02-16 23:26:43,18.2,43.0,0,162,152
2026-02-16 23:27:43,18.2,43.0,0,95,250
2026-02-16 23:28:43,18.2,43.0,0,162,152
2026-02-16 23:29:43,18.2,43.0,0,91,141
2026-02-16 23:30:43,18.2,43.0,0,91,215
2026-02-16 23:31:43,18.2,43.0,0,218,215
2026-02-16 23:32:43,18.2,43.0,0,98,215
2026-02-16 23:33:43,18.2,43.0,0,218,151
2026-02-16 23:34:43,18.2,43.0,0,124,141
2026-02-16 23:35:43,18.2,43.0,0,98,151
2026-02-16 23:36:43,18.2,43.0,0,94,151
2026-02-16 23:37:43,18.2,43.0,0,134,175
2026-02-16 23:38:43,18.2,43.0,0,134,178
2026-02-16 23:39:43,18.2,42.0,0,134,171
2026-02-16 23:40:43,17.8,42.0,0,134,175
2026-02-16 23:41:43,17.8,43.0,0,134,175
2026-02-16 23:42:43,17.8,43.0,0,134,183
2026-02-16 23:43:43,17.8,43.0,0,134,177
2026-02-16 23:44:43,17.8,43.0,0,134,174
2026-02-16 23:45:43,17.8,43.0,0,134,175
2026-02-16 23:46:43,17.8,43.0,0,134,177
2026-02-16 23:47:43,17.8,43.0,0,134,180
2026-02-16 23:48:43,17.8,43.0,0,134,175
2026-02-16 23:49:43,17.8,43.0,0,134,171
2026-02-16 23:50:43,17.8,43.0,0,133,175
2026-02-16 23:51:43,17.8,42.0,0,133,175
2026-02-16 23:52:43,17.4,42.0,0,134,175
2026-02-16 23:53:43,17.4,42.0,0,134,189
2026-02-16 23:54:43,17.4,42.0,0,134,179
2026-02-16 23:55:43,17.4,42.0,0,134,189
2026-02-16 23:56:43,17.4,43.0,0,134,174
2026-02-16 23:57:43,17.8,42.0,0,133,175
